"stars","name","available","bedType","currency","features/0","features/1","features/2","features/3","features/4","features/5","features/6","features/7","features/8","features/9","features/10","features/11","features/12","features/13","features/14","features/15","features/16","features/17","features/18","features/19","features/20","features/21","features/22","features/23","features/24","features/25","features/26","features/27","features/28","features/29","features/30","features/31","features/32","features/33","features/34","features/35","features/36","features/37","features/38","features/39","features/40","features/41","features/42","features/43","features/45","features/46","persons","price","roomType","features/44","features/47","features/48","features/49","features/50","features/51","features/52","features/53","features/55","features/54","features/56"
"5","Claris Hotel & Spa GL, a Small Luxury Hotel of the World","true","Bedroom 1: 1 double bed Living room: 1 sofa bed","US$","Private suite","377 feet²","City view","Inner courtyard view","Bath","Air conditioning","Private bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Shower","Bathrobe","Safety deposit box","Toilet","Sofa","TV","Telephone","Satellite channels","Heating","Hairdryer","Wake-up service","Hand sanitiser","Single-room air conditioning for guest accommodation","More",,,,,,,,,,,,,,,,,,,,"3","491","Junior Suite (3 Adults)",,,,,,,,,,,
"5","Claris Hotel & Spa GL, a Small Luxury Hotel of the World","true","Bedroom 1: 1 double bed Living room: 1 sofa bed","US$","Private suite","377 feet²","City view","Inner courtyard view","Bath","Air conditioning","Private bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Shower","Bathrobe","Safety deposit box","Toilet","Sofa","TV","Telephone","Satellite channels","Heating","Hairdryer","Wake-up service","Hand sanitiser","Single-room air conditioning for guest accommodation","More",,,,,,,,,,,,,,,,,,,,"3","516","Junior Suite (3 Adults)",,,,,,,,,,,
"5","Ocean Drive Barcelona","true","1 extra-large double bed","US$","Room","269 feet²","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Bath or shower","Towels","Linen","Socket near the bed","Tile/marble floor","Desk","TV","Slippers","Telephone","Satellite channels","Tea/Coffee maker","Heating","Hairdryer","Dressing room","Electric kettle","Wake-up service","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Toilet paper",,,,,,,,,,,,,"2","238","Superior Double Room",,,,,,,,,,,
"5","Ocean Drive Barcelona","true","1 extra-large double bed","US$","Room","269 feet²","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Bath or shower","Towels","Linen","Socket near the bed","Tile/marble floor","Desk","TV","Slippers","Telephone","Satellite channels","Tea/Coffee maker","Heating","Hairdryer","Dressing room","Electric kettle","Wake-up service","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Toilet paper",,,,,,,,,,,,,"2","291","Superior Double Room",,,,,,,,,,,
"5","Ocean Drive Barcelona","true","1 extra-large double bed","US$","Room","269 feet²","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Bath or shower","Towels","Linen","Socket near the bed","Tile/marble floor","Desk","TV","Slippers","Telephone","Satellite channels","Tea/Coffee maker","Heating","Hairdryer","Dressing room","Electric kettle","Wake-up service","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Toilet paper",,,,,,,,,,,,,"1","271","Superior Double Room",,,,,,,,,,,
"5","Ocean Drive Barcelona","true","1 large double bed","US$","Room","377 feet²","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Bath or shower","Towels","Linen","Socket near the bed","Tile/marble floor","Desk","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Heating","Hairdryer","Dressing room","Electric kettle","Wake-up service","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Toilet paper","More",,,,,,,,,,"2","249","Deluxe Room",,,,,,,,,,,
"5","Ocean Drive Barcelona","true","1 large double bed","US$","Room","377 feet²","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Bath or shower","Towels","Linen","Socket near the bed","Tile/marble floor","Desk","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Heating","Hairdryer","Dressing room","Electric kettle","Wake-up service","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Toilet paper","More",,,,,,,,,,"2","302","Deluxe Room",,,,,,,,,,,
"5","Ocean Drive Barcelona","true","1 large double bed","US$","Room","377 feet²","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Bath or shower","Towels","Linen","Socket near the bed","Tile/marble floor","Desk","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Heating","Hairdryer","Dressing room","Electric kettle","Wake-up service","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Toilet paper","More",,,,,,,,,,"1","282","Deluxe Room",,,,,,,,,,,
"5","Ocean Drive Barcelona","true","1 extra-large double bed","US$","Private suite","484 feet²","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Bath or shower","Towels","Linen","Socket near the bed","Tile/marble floor","Desk","Seating Area","TV","Slippers","Telephone","Satellite channels","Tea/Coffee maker","Heating","Hairdryer","Dressing room","Electric kettle","Wake-up service","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Fold-up bed","Toilet paper","More",,,,,,,,,,"2","598","Suite",,,,,,,,,,,
"5","Ocean Drive Barcelona","true","1 extra-large double bed","US$","Private suite","484 feet²","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Bath or shower","Towels","Linen","Socket near the bed","Tile/marble floor","Desk","Seating Area","TV","Slippers","Telephone","Satellite channels","Tea/Coffee maker","Heating","Hairdryer","Dressing room","Electric kettle","Wake-up service","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Fold-up bed","Toilet paper","More",,,,,,,,,,"2","651","Suite",,,,,,,,,,,
"5","Ocean Drive Barcelona","true","1 extra-large double bed","US$","Private suite","484 feet²","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Bath or shower","Towels","Linen","Socket near the bed","Tile/marble floor","Desk","Seating Area","TV","Slippers","Telephone","Satellite channels","Tea/Coffee maker","Heating","Hairdryer","Dressing room","Electric kettle","Wake-up service","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Fold-up bed","Toilet paper","More",,,,,,,,,,"3","748","Suite",,,,,,,,,,,
"5","Ocean Drive Barcelona","true","1 extra-large double bed","US$","Private suite","484 feet²","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Bath or shower","Towels","Linen","Socket near the bed","Tile/marble floor","Desk","Seating Area","TV","Slippers","Telephone","Satellite channels","Tea/Coffee maker","Heating","Hairdryer","Dressing room","Electric kettle","Wake-up service","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Fold-up bed","Toilet paper","More",,,,,,,,,,"3","827","Suite",,,,,,,,,,,
"5","Ocean Drive Barcelona","true","1 extra-large double bed","US$","Private suite","646 feet²","Private pool","Balcony","Pool view","Pool with a view","Rooftop pool","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Terrace","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Sofa","Bath or shower","Towels","Linen","Socket near the bed","Tile/marble floor","Desk","Seating Area","TV","Slippers","Telephone","Satellite channels","Tea/Coffee maker","Heating","Hairdryer","Dressing room","Electric kettle","Outdoor furniture","Wake-up service","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Fold-up bed","Toilet paper",,,"2","995","Presidential Suite","More",,,,,,,,,,
"5","Ocean Drive Barcelona","true","1 extra-large double bed","US$","Private suite","646 feet²","Private pool","Balcony","Pool view","Pool with a view","Rooftop pool","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Terrace","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Sofa","Bath or shower","Towels","Linen","Socket near the bed","Tile/marble floor","Desk","Seating Area","TV","Slippers","Telephone","Satellite channels","Tea/Coffee maker","Heating","Hairdryer","Dressing room","Electric kettle","Outdoor furniture","Wake-up service","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Fold-up bed","Toilet paper",,,"2","1.048","Presidential Suite","More",,,,,,,,,,
"5","Ocean Drive Barcelona","true","1 extra-large double bed","US$","Private suite","646 feet²","Private pool","Balcony","Pool view","Pool with a view","Rooftop pool","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Terrace","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Sofa","Bath or shower","Towels","Linen","Socket near the bed","Tile/marble floor","Desk","Seating Area","TV","Slippers","Telephone","Satellite channels","Tea/Coffee maker","Heating","Hairdryer","Dressing room","Electric kettle","Outdoor furniture","Wake-up service","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Fold-up bed","Toilet paper",,,"3","1.244","Presidential Suite","More",,,,,,,,,,
"5","Ocean Drive Barcelona","true","1 extra-large double bed","US$","Private suite","646 feet²","Private pool","Balcony","Pool view","Pool with a view","Rooftop pool","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Terrace","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Sofa","Bath or shower","Towels","Linen","Socket near the bed","Tile/marble floor","Desk","Seating Area","TV","Slippers","Telephone","Satellite channels","Tea/Coffee maker","Heating","Hairdryer","Dressing room","Electric kettle","Outdoor furniture","Wake-up service","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Fold-up bed","Toilet paper",,,"3","1.324","Presidential Suite","More",,,,,,,,,,
"5","Monument Hotel","true",,"US$","Free WiFi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"412","Junior Suite",,,,,,,,,,,
"5","Monument Hotel","true","1 extra-large double bed","US$","Private suite","344 feet²","Pool with a view","Inner courtyard view","Rooftop pool","Bath","Air conditioning","Private bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Shower","Bathrobe","Safety deposit box","Toilet","Sofa","Hardwood or parquet floors","Towels","Linen","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Pay-per-view channels","Interconnected room(s) available","Heating","Hairdryer","Towels/sheets (extra fee)","Wake up service/Alarm clock","Electric kettle","Wake-up service","Alarm clock","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Hand sanitiser",,"2","521","Junior Suite","Toilet paper",,,,,,,,,,
"5","Monument Hotel","true","1 extra-large double bed","US$","Private suite","344 feet²","Pool with a view","Inner courtyard view","Rooftop pool","Bath","Air conditioning","Private bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Shower","Bathrobe","Safety deposit box","Toilet","Sofa","Hardwood or parquet floors","Towels","Linen","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Pay-per-view channels","Interconnected room(s) available","Heating","Hairdryer","Towels/sheets (extra fee)","Wake up service/Alarm clock","Electric kettle","Wake-up service","Alarm clock","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Hand sanitiser",,"2","584","Junior Suite","Toilet paper",,,,,,,,,,
"5","Monument Hotel","true","1 extra-large double bed","US$","Private suite","388 feet²","City view","Pool with a view","Rooftop pool","Bath","Air conditioning","Private bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Shower","Bathrobe","Safety deposit box","Toilet","Sofa","Hardwood or parquet floors","Towels","Linen","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Pay-per-view channels","Interconnected room(s) available","Heating","Hairdryer","Towels/sheets (extra fee)","Wake up service/Alarm clock","Electric kettle","Wake-up service","Alarm clock","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Sofa bed","Hand sanitiser","2","553","Junior Suite","Toilet paper","More",,,,,,,,,
"5","Monument Hotel","true","1 extra-large double bed","US$","Private suite","388 feet²","City view","Pool with a view","Rooftop pool","Bath","Air conditioning","Private bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Shower","Bathrobe","Safety deposit box","Toilet","Sofa","Hardwood or parquet floors","Towels","Linen","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Pay-per-view channels","Interconnected room(s) available","Heating","Hairdryer","Towels/sheets (extra fee)","Wake up service/Alarm clock","Electric kettle","Wake-up service","Alarm clock","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Sofa bed","Hand sanitiser","2","616","Junior Suite","Toilet paper","More",,,,,,,,,
"5","Monument Hotel","true","1 extra-large double bed","US$","Private suite","431 feet²","Balcony","Pool with a view","Inner courtyard view","Rooftop pool","Bath","Air conditioning","Private bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Shower","Bathrobe","Safety deposit box","Additional bathroom","Bidet","Toilet","Sofa","Hardwood or parquet floors","Towels","Linen","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Pay-per-view channels","Heating","Hairdryer","Additional toilet","Towels/sheets (extra fee)","Wake up service/Alarm clock","Electric kettle","Wake-up service","Alarm clock","Laptop safe","Upper floors accessible by elevator","Clothes rack","2","627","Suite","Wardrobe or closet","Fold-up bed","Toilet paper","Hand sanitiser","More",,,,,,
